"mnum","teamdate","team","date","goal","fkblock","fkgoal","fkmiss","fktarget","penblock","pengoal","penmiss","pentarget","shotibblock","shotibgoal","shotibmiss","shotibtarget","shotobblock","shotobgoal","shotobmiss","shotobtarget","assist","cornertaken","cross","keypass"
3454,"cesena 20150118","cesena",20150118,2,0,0,0,0,0,2,0,0,1,2,3,0,1,0,4,2,0,1,31,8
3455,"cesena 20141220","cesena",20141220,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,1,6,27,4
3456,"cesena 20141214","cesena",20141214,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,3,14,4
3457,"cesena 20141207","cesena",20141207,2,0,0,0,0,0,0,0,0,1,2,0,1,1,0,3,0,2,3,20,8
3458,"cesena 20141130","cesena",20141130,0,1,0,0,0,0,0,1,1,1,0,1,1,2,0,3,3,0,4,20,3
3459,"cesena 20141123","cesena",20141123,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,2,0,4,27,5
3460,"cesena 20141109","cesena",20141109,1,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,0,0,2,18,6
3461,"cesena 20141103","cesena",20141103,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,1,1,4,17,6
3462,"cesena 20141029","cesena",20141029,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,20,5
3463,"cesena 20141019","cesena",20141019,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,3,12,3
3464,"cesena 20141005","cesena",20141005,1,0,0,1,0,0,1,0,0,0,1,1,4,0,0,1,0,0,1,20,5
3465,"cesena 20140928","cesena",20140928,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,7,0,0,4,11,6
3466,"cesena 20140924","cesena",20140924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1
3467,"cesena 20140920","cesena",20140920,2,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,0,1,3,26,5
3468,"vitesse 20150307","vitesse",20150307,1,0,0,3,0,0,0,0,0,2,1,4,4,2,0,5,3,0,9,21,12
3469,"vitesse 20150222","vitesse",20150222,2,1,0,0,0,0,0,0,0,1,2,0,2,3,0,5,1,2,4,13,10
3470,"vitesse 20150424","vitesse",20150424,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,4,0,0,2,21,9
3471,"vitesse 20150117","vitesse",20150117,0,3,0,0,0,0,0,0,0,5,0,2,2,15,0,3,6,0,12,31,24
3472,"vitesse 20150404","vitesse",20150404,1,0,0,1,0,0,0,0,0,0,1,4,6,4,0,5,4,0,7,22,16
3473,"vitesse 20150214","vitesse",20150214,2,0,0,2,0,0,0,0,0,4,1,3,3,2,1,5,5,1,3,10,18
3474,"vitesse 20150511","vitesse",20150511,4,0,0,0,1,0,0,0,0,0,2,0,1,2,2,7,3,2,2,6,12
3475,"vitesse 20150201","vitesse",20150201,1,1,0,0,0,0,0,0,0,7,1,1,3,5,0,8,0,1,12,25,19
3476,"vitesse 20150204","vitesse",20150204,2,0,0,0,1,0,0,0,0,1,1,1,4,1,1,2,4,2,7,14,11
3477,"vitesse 20150207","vitesse",20150207,1,1,0,0,1,0,0,0,0,1,1,4,3,3,0,2,2,0,7,27,12
3478,"vitesse 20150228","vitesse",20150228,2,0,0,0,0,0,0,1,0,0,2,11,2,3,0,2,2,2,6,22,19
3479,"vitesse 20150124","vitesse",20150124,1,0,0,0,0,0,0,0,0,1,1,5,5,1,0,1,1,1,12,23,11
3480,"vitesse 20141018","vitesse",20141018,4,0,0,1,1,0,0,0,0,3,1,2,1,3,3,6,4,4,5,17,18
3481,"vitesse 20141207","vitesse",20141207,2,0,0,2,1,0,0,0,0,3,1,3,2,2,1,7,4,1,3,13,15
3482,"vitesse 20141109","vitesse",20141109,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,4,1,0,5,25,9
3483,"vitesse 20141003","vitesse",20141003,6,0,1,0,0,0,2,0,0,0,5,1,1,2,1,4,3,2,3,11,11
3484,"vitesse 20141129","vitesse",20141129,2,0,1,0,0,0,0,0,0,1,1,3,5,5,1,7,3,1,11,39,16
3485,"vitesse 20141122","vitesse",20141122,0,1,0,1,0,0,0,0,0,4,0,3,3,7,0,9,7,0,10,30,23
3486,"vitesse 20140927","vitesse",20140927,6,0,0,1,1,0,0,0,0,3,5,3,1,1,1,3,2,6,5,11,13
3487,"vitesse 20141025","vitesse",20141025,2,1,1,2,0,0,1,0,0,0,1,6,6,2,1,6,6,0,7,31,17
3488,"vitesse 20140920","vitesse",20140920,1,1,0,0,0,0,0,0,0,1,1,5,1,3,0,2,6,0,9,30,15
3489,"vitesse 20140914","vitesse",20140914,3,0,0,0,1,0,0,0,0,1,3,6,6,2,0,3,2,2,13,29,21
3490,"vitesse 20140816","vitesse",20140816,2,0,0,1,0,0,1,0,0,0,1,4,3,1,1,4,1,1,3,12,12
3491,"vitesse 20140810","vitesse",20140810,1,0,0,0,0,0,0,0,0,0,1,4,7,0,0,1,1,1,3,9,14
3492,"nantes 20150321","nantes",20150321,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,3,0,0,2,13,5
3493,"granada 20140914","granada",20140914,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,2,0,0,9,30,9
3494,"granada 20150214","granada",20150214,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,2,0,4,23,4
3495,"granada 20150207","granada",20150207,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,5,2,0,8,31,5
3496,"granada 20150228","granada",20150228,1,0,0,0,0,0,1,0,0,1,1,2,1,1,0,2,2,0,4,17,7
3497,"granada 20150131","granada",20150131,1,0,0,0,0,0,0,0,0,2,1,2,0,4,0,4,1,0,12,23,7
3498,"granada 20150118","granada",20150118,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,6,11,2
3499,"granada 20150509","granada",20150509,2,1,0,0,0,0,1,0,0,2,2,6,3,2,0,3,3,1,8,28,15
3500,"granada 20150503","granada",20150503,2,0,0,0,0,0,1,0,0,1,2,2,1,2,0,3,3,1,6,23,10
3501,"granada 20150517","granada",20150517,3,0,0,0,0,0,0,0,0,1,1,4,2,2,2,2,1,1,3,24,8
3502,"granada 20141130","granada",20141130,1,0,0,1,0,0,1,0,0,0,1,2,2,2,0,1,1,0,4,13,4
3503,"granada 20141025","granada",20141025,1,0,0,0,2,0,0,0,0,1,1,2,0,0,0,2,2,1,8,22,7
3504,"granada 20141124","granada",20141124,0,0,0,0,1,0,0,0,0,4,0,4,6,1,0,4,5,0,10,41,17
3505,"granada 20141017","granada",20141017,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,2,0,0,3,15,4
3506,"granada 20141108","granada",20141108,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,1,0,2,10,6
3507,"granada 20141004","granada",20141004,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,0,3,13,5
3508,"granada 20141207","granada",20141207,1,1,0,0,0,0,0,0,0,1,1,2,0,2,0,2,1,1,4,21,7
3509,"granada 20141101","granada",20141101,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,3,2,0,3,26,9
3510,"granada 20140927","granada",20140927,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,4,0,0,1,7,7
3511,"granada 20140924","granada",20140924,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,1,0,0,5,23,5
3512,"granada 20140920","granada",20140920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,9,1
3513,"granada 20140831","granada",20140831,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,4,13,1
3514,"granada 20150125","granada",20150125,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,2,12,4
3515,"granada 20140823","granada",20140823,2,1,0,0,0,0,0,0,0,0,1,3,0,1,1,3,1,2,5,17,8
3516,"bayer leverkusen 20150509","bayer leverkusen",20150509,0,1,0,0,0,0,0,0,0,3,0,3,0,4,0,6,2,0,10,21,10
3517,"bayer leverkusen 20150523","bayer leverkusen",20150523,1,1,0,1,0,0,0,0,0,2,0,4,2,2,1,2,5,1,8,19,13
3518,"bayer leverkusen 20150502","bayer leverkusen",20150502,2,0,1,0,0,0,0,0,0,2,1,5,4,2,1,3,2,1,11,18,14
3519,"bayer leverkusen 20150313","bayer leverkusen",20150313,4,1,0,0,0,0,0,0,0,0,4,3,1,3,0,0,0,3,3,8,9
3520,"bayer leverkusen 20150516","bayer leverkusen",20150516,2,0,1,1,1,0,0,0,0,0,1,3,0,1,1,5,2,1,4,10,9
3521,"bayer leverkusen 20150308","bayer leverkusen",20150308,3,0,0,0,0,0,0,0,0,2,2,1,2,0,1,2,1,2,8,11,8
3522,"bayer leverkusen 20150204","bayer leverkusen",20150204,1,2,0,0,0,0,0,0,0,0,1,2,1,2,0,2,1,1,2,11,6
3523,"bayer leverkusen 20150221","bayer leverkusen",20150221,2,0,0,0,0,0,0,0,0,1,1,3,7,1,1,1,3,1,4,7,13
3524,"bayer leverkusen 20150131","bayer leverkusen",20150131,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,2,2,0,4,8,7
3525,"bayer leverkusen 20141220","bayer leverkusen",20141220,1,1,0,0,0,0,0,0,0,0,1,4,2,5,0,4,0,1,4,10,13
3526,"bayer leverkusen 20141217","bayer leverkusen",20141217,1,2,0,0,0,0,0,0,0,2,1,1,5,2,0,4,3,1,9,12,15
3527,"bayer leverkusen 20141214","bayer leverkusen",20141214,1,1,0,1,0,0,0,0,0,5,0,4,1,3,1,4,4,1,5,17,16
3528,"bayer leverkusen 20141108","bayer leverkusen",20141108,0,0,0,2,0,0,0,0,0,3,0,6,5,2,0,7,1,0,13,26,17
3529,"bayer leverkusen 20141004","bayer leverkusen",20141004,2,0,0,0,0,0,0,0,0,5,2,2,4,2,0,2,4,1,9,23,14
3530,"bayer leverkusen 20140924","bayer leverkusen",20140924,1,0,0,1,0,0,0,0,0,2,1,5,1,4,0,3,1,1,6,15,11
3531,"bayer leverkusen 20140912","bayer leverkusen",20140912,3,2,1,0,1,0,0,0,0,2,1,2,5,5,2,5,4,2,6,17,17
3532,"bayer leverkusen 20140927","bayer leverkusen",20140927,0,0,0,0,1,0,0,0,0,1,0,1,5,1,0,4,4,0,3,8,12
3533,"athletic club 20140913","athletic club",20140913,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,10,3
3534,"athletic club 20141214","athletic club",20141214,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,3,3,1,6,22,9
3535,"athletic club 20150222","athletic club",20150222,1,0,0,0,0,0,0,0,0,5,1,4,5,3,0,1,0,0,11,35,14
3536,"athletic club 20150214","athletic club",20150214,0,1,0,0,0,0,0,0,0,2,0,3,0,3,0,1,1,0,4,32,6
3537,"athletic club 20150208","athletic club",20150208,2,0,0,0,1,0,0,0,0,3,2,2,3,2,0,1,2,1,4,20,8
3538,"athletic club 20150301","athletic club",20150301,1,0,0,0,0,0,0,0,0,1,1,1,5,0,0,3,2,1,6,27,10
3539,"athletic club 20150418","athletic club",20150418,4,1,0,0,0,0,1,0,0,3,4,11,1,3,0,2,3,3,6,27,23
3540,"athletic club 20150412","athletic club",20150412,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,2,1,0,1,22,6
3541,"athletic club 20150409","athletic club",20150409,1,0,0,0,1,0,0,0,0,1,1,2,2,1,0,4,1,0,8,29,8
3542,"athletic club 20150201","athletic club",20150201,2,0,0,0,0,0,0,0,0,1,2,3,4,2,0,2,0,2,4,20,11
3543,"athletic club 20150111","athletic club",20150111,1,0,0,1,1,0,0,0,0,1,0,6,0,1,1,2,2,0,10,39,8
3544,"athletic club 20150125","athletic club",20150125,1,0,0,0,0,0,0,0,0,1,1,2,3,2,0,1,1,1,8,42,8
3545,"athletic club 20150117","athletic club",20150117,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,3,0,6,35,7
3546,"athletic club 20150523","athletic club",20150523,4,0,1,1,0,0,1,0,0,1,2,6,2,0,2,2,1,2,4,17,13
3547,"athletic club 20150502","athletic club",20150502,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,2,6,5
3548,"athletic club 20150428","athletic club",20150428,1,0,0,1,0,0,1,0,0,1,1,3,1,2,0,3,0,0,7,44,6
3549,"athletic club 20150517","athletic club",20150517,3,0,0,0,0,0,0,0,0,3,2,6,1,2,1,3,0,2,9,29,11
3550,"athletic club 20150424","athletic club",20150424,1,0,0,0,0,0,0,0,0,1,1,2,3,2,0,6,1,0,5,23,8
3551,"athletic club 20141129","athletic club",20141129,2,0,1,1,0,0,0,0,0,0,1,2,0,2,1,1,1,1,4,18,5
3552,"athletic club 20141025","athletic club",20141025,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1,7,21,4
3553,"athletic club 20141121","athletic club",20141121,3,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,5,21,8
3554,"athletic club 20141018","athletic club",20141018,1,0,0,0,1,0,1,0,0,2,1,5,2,0,0,2,1,0,9,29,10
3555,"athletic club 20141221","athletic club",20141221,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,26,4
3556,"athletic club 20141109","athletic club",20141109,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,4,19,3
3557,"athletic club 20141005","athletic club",20141005,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,7,22,4
3558,"athletic club 20141206","athletic club",20141206,0,0,0,0,1,0,0,0,0,3,0,5,1,1,0,3,2,0,15,54,12
3559,"athletic club 20141102","athletic club",20141102,1,0,0,2,0,0,0,0,0,1,1,0,1,2,0,4,0,1,4,17,5
3560,"athletic club 20140927","athletic club",20140927,0,1,0,1,0,0,0,0,0,1,0,4,1,3,0,4,0,0,6,34,9
3561,"athletic club 20140924","athletic club",20140924,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,2,1,1,2,13,5
3562,"athletic club 20140920","athletic club",20140920,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,3,0,7,39,12
3563,"athletic club 20140830","athletic club",20140830,3,0,0,0,0,0,0,0,0,0,3,1,2,1,0,3,0,2,2,17,8
3564,"athletic club 20140823","athletic club",20140823,0,0,0,0,0,0,0,0,1,1,0,3,3,1,0,2,2,0,4,28,10
3565,"athletic club 20150103","athletic club",20150103,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,2,1,0,2,23,8
3566,"athletic club 20150509","athletic club",20150509,1,0,0,0,0,0,0,0,0,0,1,3,3,2,0,1,1,1,3,22,9
3567,"middlesbrough 20150508","middlesbrough",20150508,2,1,0,0,0,0,0,0,0,1,2,2,2,4,0,2,2,2,9,23,13
3569,"middlesbrough 20150221","middlesbrough",20150221,0,1,0,0,0,0,0,0,0,8,0,2,7,4,0,3,3,0,18,51,19
3570,"middlesbrough 20150218","middlesbrough",20150218,1,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,7,22,6
3571,"middlesbrough 20150224","middlesbrough",20150224,1,0,0,0,1,0,0,0,0,2,1,4,1,0,0,2,1,1,8,18,8
3572,"middlesbrough 20150110","middlesbrough",20150110,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,1,0,10,27,7
3573,"middlesbrough 20150117","middlesbrough",20150117,2,0,0,0,0,0,0,0,0,0,0,6,1,1,2,4,1,1,4,17,13
3574,"middlesbrough 20150502","middlesbrough",20150502,0,0,0,0,0,0,0,0,0,2,0,3,4,1,0,2,1,0,6,30,12
3575,"middlesbrough 20150425","middlesbrough",20150425,3,0,0,0,0,0,0,0,0,2,2,4,1,2,1,3,2,2,10,31,14
3576,"middlesbrough 20150321","middlesbrough",20150321,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,24,1
3577,"middlesbrough 20150417","middlesbrough",20150417,1,0,0,0,0,0,0,0,0,1,1,3,3,0,0,2,0,0,7,16,9
3578,"middlesbrough 20141129","middlesbrough",20141129,1,0,0,0,0,0,0,0,0,4,1,5,5,2,0,3,5,0,15,36,19
3579,"middlesbrough 20141213","middlesbrough",20141213,2,0,0,0,0,0,1,0,0,1,2,2,4,4,0,2,1,1,6,25,9
3580,"middlesbrough 20141101","middlesbrough",20141101,3,0,0,0,0,0,0,0,0,1,3,6,1,2,0,0,1,3,2,8,11
3581,"middlesbrough 20141228","middlesbrough",20141228,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,0,3,13,6
3582,"middlesbrough 20141226","middlesbrough",20141226,3,0,0,0,0,0,1,0,0,1,2,1,2,2,1,3,2,1,11,24,6
3583,"middlesbrough 20141108","middlesbrough",20141108,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,3,1,0,1,18,8
3584,"middlesbrough 20141104","middlesbrough",20141104,4,0,0,0,0,0,1,0,0,2,4,3,0,0,0,4,2,2,12,19,10
3585,"middlesbrough 20141206","middlesbrough",20141206,5,0,0,0,0,0,0,0,0,1,5,4,3,0,0,2,0,4,5,15,12
3586,"middlesbrough 20141018","middlesbrough",20141018,2,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2,0,0,2,9,7
3587,"middlesbrough 20140930","middlesbrough",20140930,1,0,0,0,0,0,0,0,0,6,1,5,2,0,0,3,2,0,6,27,13
3588,"middlesbrough 20141004","middlesbrough",20141004,2,0,0,0,0,0,0,0,0,3,2,2,5,1,0,1,0,2,8,28,12
3589,"middlesbrough 20141122","middlesbrough",20141122,1,1,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,1,5,18,6
3590,"middlesbrough 20141220","middlesbrough",20141220,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,2,0,6,29,8
3591,"middlesbrough 20141021","middlesbrough",20141021,0,0,0,0,1,0,0,0,0,1,0,7,5,1,0,0,1,0,4,19,9
3592,"middlesbrough 20141025","middlesbrough",20141025,1,0,0,0,0,0,0,0,0,1,1,6,2,2,0,4,0,0,4,29,13
3593,"middlesbrough 20140916","middlesbrough",20140916,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,7,1,1,6,19,4
3594,"middlesbrough 20140830","middlesbrough",20140830,0,0,0,0,0,0,0,0,0,2,0,10,6,2,0,4,0,0,14,41,22
3595,"middlesbrough 20140823","middlesbrough",20140823,2,0,0,0,1,0,2,0,0,3,2,3,2,2,0,2,2,0,6,23,11
3596,"middlesbrough 20140819","middlesbrough",20140819,2,0,0,0,0,0,1,0,0,3,2,3,1,3,0,4,3,1,3,16,14
3597,"middlesbrough 20140809","middlesbrough",20140809,2,0,0,0,0,0,0,0,0,3,2,3,5,3,0,3,1,1,11,29,14
3598,"middlesbrough 20140927","middlesbrough",20140927,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,1,0,6,20,9
3599,"charlton 20141230","charlton",20141230,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,4,0,4,22,11
3600,"charlton 20150110","charlton",20150110,0,0,0,0,0,0,0,0,0,1,0,7,4,3,0,3,2,0,9,28,12
3601,"charlton 20150117","charlton",20150117,0,0,0,1,0,0,0,0,0,2,0,2,1,2,0,4,0,0,0,12,10
3602,"charlton 20141129","charlton",20141129,0,0,0,0,0,0,0,0,0,4,0,4,5,3,0,5,0,0,5,21,18
3603,"charlton 20141108","charlton",20141108,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1,1,1,0,12,6
3604,"charlton 20141021","charlton",20141021,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,2,1,6,4
3605,"charlton 20141213","charlton",20141213,2,0,0,1,0,0,1,0,0,0,1,2,1,2,1,4,1,1,2,23,9
3606,"charlton 20141101","charlton",20141101,1,0,0,0,0,0,0,0,0,1,1,5,3,4,0,5,0,1,11,29,13
3607,"charlton 20141226","charlton",20141226,1,0,0,0,1,0,0,0,0,1,0,2,6,5,1,1,2,0,5,24,13
3608,"charlton 20141104","charlton",20141104,2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,5,16,4
3609,"charlton 20141018","charlton",20141018,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,2,0,4,16,4
3610,"charlton 20141004","charlton",20141004,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,2,1,1,13,7
3611,"charlton 20141122","charlton",20141122,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,0,2,0,9,30,8
3612,"charlton 20140927","charlton",20140927,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,5,23,4
3613,"charlton 20141220","charlton",20141220,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,6,25,6
3614,"charlton 20141024","charlton",20141024,0,0,0,0,0,0,0,0,0,8,0,4,2,3,0,4,2,0,13,32,18
3615,"charlton 20140916","charlton",20140916,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,4,1,1,1,8,9
3616,"charlton 20140920","charlton",20140920,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,3,2,1,5,12,11
3617,"charlton 20140913","charlton",20140913,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,3,13,3
3618,"charlton 20140819","charlton",20140819,3,0,0,1,0,0,1,0,0,0,3,1,2,1,0,4,2,2,0,8,9
3619,"charlton 20140830","charlton",20140830,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,2,6,3
3620,"charlton 20140823","charlton",20140823,1,0,0,0,0,0,0,0,0,4,1,2,1,2,0,2,1,1,9,26,10
3621,"charlton 20140816","charlton",20140816,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,2,2,3,16,10
3622,"charlton 20140809","charlton",20140809,1,0,0,0,0,0,0,0,0,1,1,1,2,4,0,2,2,1,5,18,9
3623,"villarreal 20140914","villarreal",20140914,0,0,0,0,0,0,0,0,0,2,0,4,1,3,0,2,2,0,5,17,12
3624,"villarreal 20141214","villarreal",20141214,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,1,2,11,7
3625,"villarreal 20150222","villarreal",20150222,1,0,0,0,0,0,0,0,0,3,1,4,3,3,0,4,2,1,8,24,15
3626,"villarreal 20150215","villarreal",20150215,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,5,12,9
3627,"villarreal 20150207","villarreal",20150207,2,0,0,0,0,0,0,0,0,2,2,0,3,0,0,1,1,2,5,11,9
3628,"villarreal 20150322","villarreal",20150322,0,0,0,1,0,0,0,0,0,3,0,5,4,4,0,5,2,0,8,43,18
3629,"villarreal 20150315","villarreal",20150315,0,3,0,1,0,0,0,0,0,3,0,4,4,3,0,1,3,0,3,14,13
3630,"villarreal 20150301","villarreal",20150301,1,1,0,0,0,0,0,0,0,0,1,1,3,3,0,1,0,0,4,16,5
