Season,2015 REF,WK,Performance,Mins,Gls,Ass,CS,GC,OG,PS,PM,Y,R,S,BP,ESP,TOT,Team,Name,Pos,Game
2014,455,3,27,90,1,0,1,0,0,0,0,0,0,0,3,X,15,Swansea,Davies,D,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,460,3,27,70,0,0,1,0,0,0,0,0,0,0,0,X,3,Swansea,Routledge,M,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,,3,27,24,0,0,0,0,0,0,0,0,0,0,0,X,1,Swansea,De Guzman,M,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,,3,27,90,1,1,1,0,0,0,0,0,0,0,2,X,13,Swansea,Hernandez,M,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,,3,27,20,0,0,0,0,0,0,0,1,0,0,0,X,0,Swansea,Alex Pozuelo,M,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,465,3,27,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Swansea,Shelvey,M,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,,3,27,90,0,1,1,0,0,0,0,1,0,0,0,X,5,Swansea,Michu,M,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,,3,27,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Swansea,Jose Canas,M,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,472,3,27,66,0,0,1,0,0,0,0,0,0,0,0,X,2,Swansea,Bony,F,West Brom 0 - 2 Swansea: 01 Sep 13:30
2014,1,3,28,90,0,0,1,0,0,0,0,0,0,4,1,X,8,Arsenal,Szczesny,G,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,2,3,28,90,0,0,1,0,0,0,0,0,0,0,0,X,6,Arsenal,Koscielny,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,242,3,28,1,0,0,0,0,0,0,0,0,0,0,0,X,1,Arsenal,Sagna,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,4,3,28,90,0,0,1,0,0,0,0,0,0,0,1,X,7,Arsenal,Gibbs,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,5,3,28,90,0,0,1,0,0,0,0,0,0,0,1,X,7,Arsenal,Jenkinson,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,6,3,28,90,0,0,1,0,0,0,0,0,0,0,2,X,8,Arsenal,Mertesacker,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,7,3,28,12,0,0,0,0,0,0,0,0,0,0,0,X,1,Arsenal,Monreal,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,10,3,28,42,0,0,0,0,0,0,0,0,0,0,0,X,1,Arsenal,Wilshere,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,11,3,28,90,0,1,1,0,0,0,0,0,0,0,0,X,6,Arsenal,Walcott,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,12,3,28,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Arsenal,Ramsey,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,13,3,28,78,0,0,1,0,0,0,0,1,0,0,0,X,2,Arsenal,Rosicky,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,16,3,28,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Arsenal,Santi Cazorla,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,20,3,28,48,0,0,0,0,0,0,0,1,0,0,0,X,0,Arsenal,Flamini,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,25,3,28,90,1,0,1,0,0,0,0,0,0,0,3,X,9,Arsenal,Giroud,F,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,364,3,28,90,0,0,0,1,0,0,0,0,0,4,0,X,3,Tottenham,Lloris,G,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,365,3,28,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Dawson,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,369,3,28,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Walker,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,371,3,28,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Vertonghen,D,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,376,3,28,68,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Dembele,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,377,3,28,16,0,0,0,0,0,0,0,0,0,0,0,X,1,Tottenham,Sandro,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,366,3,28,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Rose,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,382,3,28,90,0,0,0,1,0,0,0,1,0,0,0,X,1,Tottenham,Paulinho,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,383,3,28,74,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Townsend,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,384,3,28,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Chadli,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,385,3,28,74,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Capoue,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,386,3,28,16,0,0,0,0,0,0,0,0,0,0,0,X,1,Tottenham,Lamela,M,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,662,3,28,22,0,0,0,0,0,0,0,1,0,0,0,X,0,Tottenham,Defoe,F,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,394,3,28,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Tottenham,Soldado,F,Arsenal 1 - 0 Tottenham: 01 Sep 16:00
2014,257,4,29,90,0,0,1,0,0,0,0,0,0,0,0,X,6,Man Utd,De Gea,G,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,90,0,0,1,0,0,0,0,0,0,0,0,X,6,Man Utd,Vidic,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,529,4,29,90,0,0,1,0,0,0,0,0,0,0,3,X,9,Man Utd,Ferdinand,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,90,0,0,1,0,0,0,0,0,0,0,1,X,7,Man Utd,Evra,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,90,0,0,1,0,0,0,0,0,0,0,0,X,6,Man Utd,Fabio,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,268,4,29,29,0,0,0,0,0,0,0,0,0,0,0,X,1,Man Utd,Fellaini,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,269,4,29,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Man Utd,Valencia,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,271,4,29,61,0,0,1,0,0,0,0,0,0,0,0,X,3,Man Utd,Anderson,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,272,4,29,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Man Utd,Carrick,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,275,4,29,66,0,1,1,0,0,0,0,1,0,0,0,X,5,Man Utd,Young,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,279,4,29,24,0,1,0,0,0,0,0,0,0,0,0,X,4,Man Utd,Januzaj,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,282,4,29,78,1,0,1,0,0,0,0,0,0,0,0,X,6,Man Utd,Van Persie,F,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,12,0,0,0,0,0,0,0,0,0,0,0,X,1,Man Utd,Hernandez,F,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,284,4,29,90,1,0,1,0,0,0,0,0,0,0,3,X,9,Man Utd,Rooney,F,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,104,4,29,90,0,0,0,2,0,0,0,0,0,6,0,X,3,Crystal Palace,Speroni,G,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,90,0,0,0,2,0,0,0,1,0,0,0,X,0,Crystal Palace,Moxey,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,107,4,29,90,0,0,0,2,0,0,0,0,0,0,0,X,1,Crystal Palace,Delaney,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,90,0,0,0,2,0,0,0,0,0,0,0,X,1,Crystal Palace,Gabbidon,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,110,4,29,90,0,0,0,2,0,0,0,0,0,0,0,X,1,Crystal Palace,Mariappa,D,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,43,0,0,0,2,0,0,0,0,1,0,0,X,-2,Crystal Palace,Dikgacoi,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,116,4,29,90,0,0,0,2,0,0,0,0,0,0,0,X,2,Crystal Palace,Jedinak,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,119,4,29,90,0,0,0,2,0,0,0,0,0,0,0,X,2,Crystal Palace,Puncheon,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,58,0,0,0,1,0,0,0,0,0,0,0,X,1,Crystal Palace,Campana,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,16,0,0,0,1,0,0,0,0,0,0,0,X,1,Crystal Palace,Kebe,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,123,4,29,32,0,0,0,1,0,0,0,0,0,0,0,X,1,Crystal Palace,Guedioura,M,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,129,4,29,74,0,0,0,1,0,0,0,1,0,0,0,X,1,Crystal Palace,Chamakh,F,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,127,4,29,63,0,0,0,1,0,0,0,0,0,0,0,X,2,Crystal Palace,Gayle,F,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,,4,29,27,0,0,0,1,0,0,0,0,0,0,0,X,1,Crystal Palace,Jerome,F,Man Utd 2 - 0 Crystal Palace: 14 Sep 12:45
2014,30,4,30,90,0,0,0,2,0,0,0,0,0,6,0,X,3,Aston Villa,Guzan,G,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,32,4,30,61,0,0,0,1,0,0,0,0,0,0,0,X,2,Aston Villa,Clark,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,33,4,30,90,0,0,0,2,0,0,0,0,0,0,0,X,1,Aston Villa,Lowton,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,34,4,30,90,0,0,0,2,0,0,0,0,0,0,0,X,1,Aston Villa,Vlaar,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,36,4,30,29,0,0,0,1,0,0,0,0,0,0,0,X,1,Aston Villa,Okore,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,,4,30,90,0,0,0,2,0,0,0,0,0,0,0,X,1,Aston Villa,Luna,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,40,4,30,90,0,0,0,2,0,0,0,1,0,0,0,X,1,Aston Villa,Delph,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,,4,30,66,0,0,0,1,0,0,0,0,0,0,0,X,2,Aston Villa,El Ahmadi,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,44,4,30,90,0,1,0,2,0,0,0,0,0,0,0,X,5,Aston Villa,Westwood,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,,4,30,3,0,0,0,0,0,0,0,0,0,0,0,X,1,Aston Villa,Tonev,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,52,4,30,90,0,0,0,2,0,0,0,0,0,0,0,X,2,Aston Villa,Agbonlahor,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,53,4,30,87,0,0,0,2,0,0,0,0,0,0,0,X,2,Aston Villa,Weimann,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,54,4,30,90,1,0,0,2,0,0,0,0,0,0,2,X,8,Aston Villa,Benteke,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,55,4,30,24,0,0,0,1,0,0,0,0,0,0,0,X,1,Aston Villa,Kozak,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,288,4,30,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Newcastle,Krul,G,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,292,4,30,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Newcastle,Coloccini,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,294,4,30,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Newcastle,Santon,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,295,4,30,90,0,0,0,1,0,0,0,1,0,0,0,X,1,Newcastle,Debuchy,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,,4,30,90,0,0,0,1,0,0,0,1,0,0,0,X,1,Newcastle,Yanga-Mbiwa,D,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,301,4,30,17,0,0,0,0,0,0,0,0,0,0,0,X,1,Newcastle,Tiote,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,302,4,30,90,1,1,0,1,0,0,0,0,0,0,3,X,13,Newcastle,Ben Arfa,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,,4,30,87,0,0,0,1,0,0,0,1,0,0,0,X,1,Newcastle,Cabaye,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,307,4,30,73,0,0,0,1,0,0,0,0,0,0,0,X,2,Newcastle,Anita,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,308,4,30,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Newcastle,Sissoko,M,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,312,4,30,3,0,0,0,0,0,0,0,0,0,0,0,X,1,Newcastle,Sammy Ameobi,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,314,4,30,90,0,1,0,1,0,0,0,0,0,0,0,X,5,Newcastle,Cisse,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,311,4,30,28,1,0,0,1,0,0,0,1,0,0,2,X,6,Newcastle,Gouffran,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,335,4,30,62,0,0,1,0,0,0,0,0,0,0,0,X,2,Newcastle,Remy,F,Aston Villa 1 - 2 Newcastle: 14 Sep 15:00
2014,,4,31,90,0,0,0,1,0,0,0,0,0,3,0,X,3,Fulham,Stockdale,G,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,39,4,31,90,0,1,0,1,0,0,0,0,0,0,2,X,7,Fulham,Senderos,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,547,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Fulham,Hangeland,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Fulham,Riether,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,24,0,0,0,1,0,0,0,0,0,0,0,X,1,Fulham,Amorebieta,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,416,4,31,90,1,0,0,1,0,0,0,0,0,0,3,X,10,Fulham,Sidwell,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,1,0,0,0,1,0,0,0,0,0,0,0,X,1,Fulham,Duff,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Fulham,Kasami,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Fulham,Kacaniklic,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,51,4,31,66,0,0,1,0,0,0,0,0,0,0,0,X,3,Fulham,Richardson,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Fulham,Parker,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,90,0,0,1,0,0,0,0,0,0,0,0,X,2,Fulham,Ruiz,F,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,14,0,0,0,1,0,0,0,0,0,0,0,X,1,Fulham,Rodallega,F,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,76,0,0,1,0,0,0,0,0,0,0,0,X,2,Fulham,Berbatov,F,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,476,4,31,90,0,0,0,1,0,0,0,0,0,1,0,X,2,West Brom,Myhill,G,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,478,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Olsson,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,428,4,31,90,0,0,0,1,0,0,0,1,0,0,0,X,1,West Brom,Jones,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,479,4,31,90,1,0,0,1,0,0,0,0,0,0,1,X,9,West Brom,Mcauley,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Ridgewell,D,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,251,4,31,28,0,0,0,0,0,0,0,0,0,0,0,X,1,West Brom,Sinclair,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,490,4,31,28,0,1,0,0,0,0,0,0,0,0,0,X,4,West Brom,Morrison,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,491,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Mulumbu,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,492,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Brunt,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,493,4,31,62,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Yacob,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,599,4,31,62,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Amalfitano,M,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,495,4,31,77,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Anichebe,F,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,,4,31,90,0,0,0,1,0,0,0,0,0,0,0,X,2,West Brom,Anelka,F,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,496,4,31,13,0,0,0,0,0,0,0,0,0,0,0,X,1,West Brom,Berahino,F,Fulham 1 - 1 West Brom: 14 Sep 15:00
2014,155,4,32,90,0,0,0,1,0,0,0,0,0,1,0,X,2,Hull City,Mcgregor,G,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,158,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Chester,D,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,162,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Figueroa,D,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,163,4,32,90,1,0,0,1,0,0,0,1,0,0,0,X,7,Hull City,Davies,D,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Koren,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,164,4,32,24,0,0,0,0,0,0,0,0,0,0,0,X,1,Hull City,Quinn,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,165,4,32,66,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Brady,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,167,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Elmohamady,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,169,4,32,90,0,1,0,1,0,0,0,0,0,0,1,X,6,Hull City,Huddlestone,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,170,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Livermore,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,171,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Aluko,F,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,446,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Hull City,Graham,F,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,0,0,0,1,0,0,0,0,0,4,0,X,3,Cardiff City,Lewis,G,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Cardiff City,Taylor,D,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,0,0,0,1,0,0,0,1,0,0,0,X,1,Cardiff City,Turner,D,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,534,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Cardiff City,Caulker,D,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Cardiff City,Theophile,D,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,1,0,0,1,0,0,0,0,0,0,2,X,9,Cardiff City,Whittingham,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,89,0,1,0,1,0,0,0,0,0,0,3,X,8,Cardiff City,Cowie,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,44,0,0,0,1,0,0,0,0,0,0,0,X,1,Cardiff City,Kim Bo-Kyung,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Cardiff City,Gunnarsson,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,552,4,32,1,0,0,0,0,0,0,0,0,0,0,0,X,1,Cardiff City,Mutch,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,90,0,0,0,1,0,0,0,0,0,0,0,X,2,Cardiff City,Medel,M,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,26,0,0,0,0,0,0,0,0,0,0,0,X,1,Cardiff City,Gestede,F,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,,4,32,46,0,0,0,0,0,0,0,0,0,0,0,X,1,Cardiff City,Maynard,F,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,536,4,32,64,0,0,0,1,0,0,0,1,0,0,0,X,1,Cardiff City,Campbell,F,Hull City 1 - 1 Cardiff City: 14 Sep 15:00
2014,395,4,33,90,0,0,1,0,0,0,0,0,0,3,1,X,8,Stoke City,Begovic,G,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,398,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,6,Stoke City,Shawcross,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,399,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,6,Stoke City,Huth,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,400,4,33,90,0,0,1,0,0,0,0,0,0,0,1,X,7,Stoke City,Wilson,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,401,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,6,Stoke City,Cameron,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,402,4,33,90,0,0,1,0,0,0,0,0,0,0,2,X,8,Stoke City,Pieters,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,407,4,33,21,0,0,0,0,0,0,0,0,0,0,0,X,1,Stoke City,Ireland,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,408,4,33,69,0,0,1,0,0,0,0,0,0,0,0,X,3,Stoke City,Adam,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,,4,33,69,0,0,1,0,0,0,0,0,0,0,0,X,3,Stoke City,Etherington,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,411,4,33,90,0,0,1,0,0,0,0,1,0,0,0,X,2,Stoke City,Walters,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,412,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Stoke City,N'Zonzi,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,417,4,33,21,0,0,0,0,0,0,0,0,0,0,0,X,1,Stoke City,Arnautovic,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,,4,33,76,0,0,1,0,0,0,0,0,0,0,0,X,2,Stoke City,Jones,F,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,419,4,33,14,0,0,0,0,0,0,0,0,0,0,0,X,1,Stoke City,Crouch,F,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,231,4,33,90,0,0,1,0,0,0,0,0,0,4,1,X,8,Man City,Hart,G,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,233,4,33,90,0,0,1,0,0,0,0,0,0,0,1,X,7,Man City,Kolarov,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,235,4,33,90,0,0,1,0,0,0,0,0,0,0,1,X,7,Man City,Zabaleta,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,239,4,33,90,0,0,1,0,0,0,0,0,0,0,3,X,9,Man City,Nastasic,D,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,243,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Man City,Rodwell,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,244,4,33,72,0,0,1,0,0,0,0,0,0,0,0,X,3,Man City,Nasri,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,246,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Man City,Yaya Toure,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,247,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,3,Man City,Milner,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,,4,33,90,0,0,1,0,0,0,0,1,0,0,0,X,2,Man City,Javi Garcia,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,249,4,33,18,0,0,0,0,0,0,0,0,0,0,0,X,1,Man City,Navas,M,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,254,4,33,28,0,0,0,0,0,0,0,0,0,0,0,X,1,Man City,Aguero,F,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,,4,33,90,0,0,1,0,0,0,0,0,0,0,0,X,2,Man City,Negredo,F,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,256,4,33,62,0,0,1,0,0,0,0,0,0,0,0,X,2,Man City,Jovetic,F,Stoke City 0 - 0 Man City: 14 Sep 15:00
2014,,4,34,90,0,0,0,3,0,0,0,0,0,3,0,X,2,Sunderland,Westwood,G,Sunderland 1 - 3 Arsenal: 14 Sep 15:00
2014,,4,34,90,0,0,0,3,0,0,0,0,0,0,0,X,1,Sunderland,Diakite,D,Sunderland 1 - 3 Arsenal: 14 Sep 15:00
