Season,2015 REF,WK,Performance,Mins,Gls,Ass,CS,GC,OG,PS,PM,Y,R,S,BP,ESP,TOT,Team,Name,Pos,Game
2015,257,1,1,90,0,0,0,2,0,0,0,0,0,2,0,10,1,Man Utd,De Gea,G,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,259,1,1,90,0,0,0,2,0,0,0,0,0,0,0,17,1,Man Utd,Smalling,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,260,1,1,90,0,1,0,2,0,0,0,0,0,0,0,28,4,Man Utd,Jones,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,566,1,1,90,0,0,0,2,0,0,0,1,0,0,0,13,0,Man Utd,Blackett,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,267,1,1,90,0,0,0,2,0,0,0,0,0,0,0,12,2,Man Utd,Mata,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,268,1,1,24,0,0,0,1,0,0,0,0,0,0,0,5,1,Man Utd,Fellaini,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,270,1,1,45,0,0,0,1,0,0,0,0,0,0,0,3,1,Man Utd,Nani,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,273,1,1,90,0,0,0,2,0,0,0,0,0,0,0,18,2,Man Utd,Fletcher,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,275,1,1,90,0,0,0,2,0,0,0,1,0,0,0,15,1,Man Utd,Young,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,278,1,1,23,0,0,0,0,0,0,0,0,0,0,0,3,1,Man Utd,Lingard,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,279,1,1,67,0,0,0,2,0,0,0,0,0,0,0,2,2,Man Utd,Januzaj,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,281,1,1,66,0,0,0,1,0,0,0,0,0,0,0,12,2,Man Utd,Herrera,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,283,1,1,45,0,0,0,1,0,0,0,0,0,0,0,2,1,Man Utd,Hernandez,F,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,284,1,1,90,1,0,0,2,0,0,0,0,0,0,1,30,7,Man Utd,Rooney,F,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,448,1,1,90,0,0,0,1,0,0,0,0,0,4,0,15,3,Swansea,Fabianski,G,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,449,1,1,90,0,0,0,1,0,0,0,0,0,0,0,20,2,Swansea,Williams,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,450,1,1,52,0,0,0,1,0,0,0,1,0,0,0,0,0,Swansea,Taylor,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,452,1,1,90,0,0,0,1,0,0,0,0,0,0,0,16,2,Swansea,Rangel,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,456,1,1,38,0,0,0,0,0,0,0,0,0,0,0,7,1,Swansea,Tiendalli,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,457,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,2,Swansea,Amat,D,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,381,1,1,90,1,1,0,1,0,0,0,0,0,0,3,38,13,Swansea,Sigurdsson,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,460,1,1,90,0,1,0,1,0,0,0,0,0,0,0,13,5,Swansea,Routledge,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,461,1,1,66,0,0,0,1,0,0,0,1,0,0,0,4,1,Swansea,Dyer,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,465,1,1,90,0,0,0,1,0,0,0,1,0,0,0,11,1,Swansea,Shelvey,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,471,1,1,90,1,0,0,1,0,0,0,1,0,0,2,31,8,Swansea,Ki Sung-Yueng,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,537,1,1,24,0,0,0,0,0,0,0,0,0,0,0,2,1,Swansea,Montero,M,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,472,1,1,76,0,0,0,1,0,0,0,0,0,0,0,2,2,Swansea,Bony,F,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,474,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,1,Swansea,Gomis,F,Man Utd 1 - 2 Swansea: 16 Aug 12:45
2015,178,1,2,90,0,0,0,2,0,0,0,0,0,1,0,10,1,Leicester,Schmeichel,G,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,180,1,2,90,0,0,0,2,0,0,0,0,0,0,0,12,1,Leicester,Morgan,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,182,1,2,90,0,0,0,2,0,0,0,1,0,0,0,7,0,Leicester,Moore,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,183,1,2,90,0,0,0,2,0,0,0,0,0,0,0,12,1,Leicester,De Laet,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,184,1,2,27,0,0,0,0,0,0,0,0,0,0,0,1,1,Leicester,Schlupp,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,185,1,2,90,0,0,0,2,0,0,0,0,0,0,0,18,1,Leicester,Konchesky,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,187,1,2,38,0,0,0,1,0,0,0,0,0,0,0,2,1,Leicester,Drinkwater,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,188,1,2,52,0,0,0,1,0,0,0,0,0,0,0,3,1,Leicester,Hammond,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,190,1,2,90,0,0,0,2,0,0,0,0,0,0,0,18,2,Leicester,Mahrez,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,191,1,2,63,0,0,0,2,0,0,0,0,0,0,0,2,2,Leicester,Knockaert,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,192,1,2,90,0,1,0,2,0,0,0,0,0,0,2,27,7,Leicester,King,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,195,1,2,90,0,0,0,2,0,0,0,0,0,0,0,4,2,Leicester,Nugent,F,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,197,1,2,13,1,0,0,0,0,0,0,0,0,0,0,24,5,Leicester,Wood,F,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,532,1,2,77,1,0,0,2,0,0,0,0,0,0,0,24,6,Leicester,Ulloa,F,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,130,1,2,90,0,0,0,2,0,0,0,0,0,1,0,10,1,Everton,Howard,G,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,132,1,2,90,0,0,0,2,0,0,0,0,0,0,0,18,1,Everton,Jagielka,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,134,1,2,90,0,0,0,2,0,0,0,0,0,0,0,20,1,Everton,Baines,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,135,1,2,90,0,1,0,2,0,0,0,0,0,0,0,24,4,Everton,Distin,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,137,1,2,6,0,0,0,1,0,0,0,0,0,0,0,4,1,Everton,Coleman,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,139,1,2,90,0,0,0,2,0,0,0,0,0,0,0,18,1,Everton,Stones,D,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,146,1,2,80,0,1,0,1,0,0,0,0,0,0,1,25,6,Everton,Pienaar,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,147,1,2,10,0,0,0,1,0,0,0,0,0,0,0,2,1,Everton,Mirallas,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,148,1,2,90,0,0,0,2,0,0,0,0,0,0,0,17,2,Everton,Mccarthy,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,149,1,2,84,1,0,0,1,0,0,0,0,0,0,0,24,7,Everton,Mcgeady,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,151,1,2,90,0,0,0,2,0,0,0,1,0,0,0,13,1,Everton,Barry,M,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,103,1,2,90,0,0,0,2,0,0,0,0,0,0,0,6,2,Everton,Lukaku,F,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,152,1,2,90,1,0,0,2,0,0,0,0,0,0,3,36,9,Everton,Naismith,F,Leicester 2 - 2 Everton: 16 Aug 15:00
2015,318,1,3,90,0,0,0,1,0,0,0,0,0,3,0,12,3,QPR,Green,G,QPR 0 - 1 Hull: 16 Aug 15:00
2015,320,1,3,77,0,0,0,1,0,0,0,1,0,0,0,6,1,QPR,Dunne,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,324,1,3,67,0,0,0,1,0,0,0,0,0,0,0,7,2,QPR,Simpson,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,529,1,3,90,0,0,0,1,0,0,0,0,0,0,1,27,3,QPR,Ferdinand,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,534,1,3,90,0,0,0,1,0,0,0,0,0,0,0,13,2,QPR,Caulker,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,325,1,3,90,0,0,0,1,0,0,0,0,0,0,0,18,2,QPR,Traore,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,326,1,3,68,0,0,0,1,0,0,0,0,0,0,0,12,2,QPR,Faurlin,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,328,1,3,90,0,0,0,1,0,0,0,0,0,0,0,18,2,QPR,Barton,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,331,1,3,22,0,0,0,0,0,0,0,0,0,0,0,5,1,QPR,Hoilett,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,333,1,3,23,0,0,0,0,0,0,0,0,0,0,0,4,1,QPR,Phillips,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,552,1,3,90,0,0,0,1,0,0,0,0,0,0,0,3,2,QPR,Mutch,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,335,1,3,90,0,0,0,1,0,0,0,0,0,0,0,7,2,QPR,Remy,F,QPR 0 - 1 Hull: 16 Aug 15:00
2015,336,1,3,13,0,0,0,0,0,0,0,0,0,0,0,3,1,QPR,Zamora,F,QPR 0 - 1 Hull: 16 Aug 15:00
2015,337,1,3,90,0,0,0,1,0,0,1,0,0,0,0,-3,0,QPR,Austin,F,QPR 0 - 1 Hull: 16 Aug 15:00
2015,155,1,3,90,0,0,1,0,0,1,0,0,0,5,2,42,14,Hull,Mcgregor,G,QPR 0 - 1 Hull: 16 Aug 15:00
2015,158,1,3,90,1,0,1,0,0,0,0,0,0,0,3,48,15,Hull,Chester,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,159,1,3,45,0,0,0,0,0,0,0,0,0,0,0,5,1,Hull,Mcshane,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,161,1,3,45,0,0,0,0,0,0,0,0,0,0,0,7,1,Hull,Bruce,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,163,1,3,90,0,0,1,0,0,0,0,1,0,0,0,21,5,Hull,Davies,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,545,1,3,90,0,0,1,0,0,0,0,0,0,0,1,27,7,Hull,Robertson,D,QPR 0 - 1 Hull: 16 Aug 15:00
2015,164,1,3,51,0,1,0,0,0,0,0,0,0,0,0,18,4,Hull,Quinn,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,166,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,1,Hull,Meyler,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,167,1,3,90,0,0,1,0,0,0,0,0,0,0,0,16,3,Hull,Elmohamady,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,169,1,3,90,0,0,1,0,0,0,0,0,0,0,0,17,3,Hull,Huddlestone,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,170,1,3,90,0,0,1,0,0,0,0,0,0,0,0,13,3,Hull,Livermore,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,172,1,3,81,0,0,1,0,0,0,0,0,0,0,0,3,3,Hull,Ince,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,173,1,3,39,0,0,0,0,0,0,0,0,0,0,0,4,1,Hull,Snodgrass,M,QPR 0 - 1 Hull: 16 Aug 15:00
2015,174,1,3,90,0,0,1,0,0,0,0,1,0,0,0,0,1,Hull,Jelavic,F,QPR 0 - 1 Hull: 16 Aug 15:00
2015,395,1,4,90,0,0,0,1,0,0,0,0,0,1,0,9,2,Stoke,Begovic,G,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,398,1,4,90,0,0,0,1,0,0,0,0,0,0,0,21,2,Stoke,Shawcross,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,400,1,4,90,0,0,0,1,0,0,0,0,0,0,0,15,2,Stoke,Wilson,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,402,1,4,90,0,0,0,1,0,0,0,0,0,0,2,23,4,Stoke,Pieters,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,404,1,4,90,0,0,0,1,0,0,0,0,0,0,0,6,2,Stoke,Bardsley,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,407,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9,2,Stoke,Ireland,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,408,1,4,9,0,0,0,0,0,0,0,0,0,0,0,4,1,Stoke,Adam,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,409,1,4,81,0,0,0,1,0,0,0,0,0,0,0,16,2,Stoke,Whelan,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,412,1,4,90,0,0,0,1,0,0,0,0,0,0,0,18,2,Stoke,N'Zonzi,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,417,1,4,90,0,0,0,1,0,0,0,0,0,0,0,10,2,Stoke,Arnautovic,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,419,1,4,20,0,0,0,0,0,0,0,0,0,0,0,2,1,Stoke,Crouch,F,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,421,1,4,70,0,0,0,1,0,0,0,0,0,0,0,5,2,Stoke,Diouf,F,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,533,1,4,90,0,0,0,1,0,0,0,0,0,0,0,6,2,Stoke,Bojan,F,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,30,1,4,90,0,0,1,0,0,0,0,0,0,2,0,22,6,Aston Villa,Guzan,G,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,34,1,4,90,0,0,1,0,0,0,0,0,0,0,2,23,8,Aston Villa,Vlaar,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,39,1,4,90,0,0,1,0,0,0,0,0,0,0,0,19,6,Aston Villa,Senderos,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,539,1,4,90,0,0,1,0,0,0,0,1,0,0,0,16,5,Aston Villa,Hutton,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,558,1,4,90,0,0,1,0,0,0,0,0,0,0,0,21,6,Aston Villa,Cissokho,D,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,40,1,4,90,0,0,1,0,0,0,0,0,0,0,0,11,3,Aston Villa,Delph,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,41,1,4,70,0,0,1,0,0,0,0,0,0,0,0,2,3,Aston Villa,N'Zogbia,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,44,1,4,90,0,0,1,0,0,0,0,1,0,0,0,8,2,Aston Villa,Westwood,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,45,1,4,9,0,0,0,0,0,0,0,0,0,0,0,-1,1,Aston Villa,Bacuna,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,49,1,4,20,0,0,0,0,0,0,0,0,0,0,0,2,1,Aston Villa,Grealish,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,51,1,4,90,0,0,1,0,0,0,0,0,0,0,0,11,3,Aston Villa,Richardson,M,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,52,1,4,90,0,0,1,0,0,0,0,1,0,0,0,-2,1,Aston Villa,Agbonlahor,F,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,53,1,4,81,1,0,1,0,0,0,0,0,0,0,3,29,9,Aston Villa,Weimann,F,Stoke 0 - 1 Aston Villa: 16 Aug 15:00
2015,477,1,5,90,0,0,0,2,0,0,0,0,0,0,0,8,1,West Brom,Foster,G,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,207,1,5,90,0,0,0,2,0,0,0,0,0,0,0,14,1,West Brom,Wisdom,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,478,1,5,90,0,0,0,2,0,0,0,1,0,0,0,12,0,West Brom,Olsson,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,480,1,5,90,0,0,0,2,0,0,0,1,0,0,0,11,0,West Brom,Dawson,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,484,1,5,14,0,0,0,1,0,0,0,0,0,0,0,4,1,West Brom,Baird,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,485,1,5,90,0,0,0,2,0,0,0,0,0,0,0,6,1,West Brom,Pocognoli,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,486,1,5,7,0,0,0,1,0,0,0,0,0,0,0,0,1,West Brom,Sessegnon,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,488,1,5,83,0,0,0,1,0,0,0,1,0,0,0,8,1,West Brom,Dorrans,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,489,1,5,83,0,1,0,1,0,0,0,0,0,0,1,25,6,West Brom,Gardner,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,491,1,5,90,0,0,0,2,0,0,0,0,0,0,0,11,2,West Brom,Mulumbu,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,492,1,5,76,0,0,0,1,0,0,0,0,0,0,0,4,2,West Brom,Brunt,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,493,1,5,7,0,0,0,1,0,0,0,0,0,0,0,3,1,West Brom,Yacob,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,495,1,5,90,0,1,0,2,0,0,0,0,0,0,0,9,5,West Brom,Anichebe,F,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,496,1,5,90,2,0,0,2,0,0,0,0,0,0,3,46,13,West Brom,Berahino,F,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,422,1,5,90,0,0,0,2,0,0,0,0,0,3,0,11,2,Sunderland,Mannone,G,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,424,1,5,90,0,0,0,2,0,0,0,0,0,0,0,11,1,Sunderland,O'Shea,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,425,1,5,80,0,0,0,2,0,0,0,0,0,0,0,14,1,Sunderland,Brown,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,427,1,5,90,0,0,0,2,0,0,0,1,0,0,0,8,0,Sunderland,Roberge,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,541,1,5,90,0,1,0,2,0,0,0,0,0,0,0,22,4,Sunderland,Van Aanholt,D,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,243,1,5,67,0,0,0,1,0,0,0,0,0,0,0,7,2,Sunderland,Rodwell,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,429,1,5,72,0,0,0,1,0,0,0,0,0,0,0,8,2,Sunderland,Johnson,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,430,1,5,90,1,0,0,2,0,0,0,0,0,0,1,25,8,Sunderland,Cattermole,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,431,1,5,90,1,0,0,2,0,0,0,0,0,0,2,39,9,Sunderland,Larsson,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,439,1,5,23,0,0,0,1,0,0,0,0,0,0,0,2,1,Sunderland,Jordi Gomez,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,568,1,5,18,0,0,0,1,0,0,0,0,0,0,0,2,1,Sunderland,Buckley,M,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,440,1,5,90,0,0,0,2,0,0,0,0,0,0,0,8,2,Sunderland,Wickham,F,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,441,1,5,90,0,0,0,2,0,0,0,0,0,0,0,5,2,Sunderland,Fletcher,F,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,444,1,5,10,0,0,0,0,0,0,0,0,0,0,0,3,1,Sunderland,Altidore,F,West Brom 2 - 2 Sunderland: 16 Aug 15:00
2015,498,1,6,90,0,0,0,1,0,0,0,0,0,4,0,14,3,West Ham,Adrian,G,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,499,1,6,62,0,0,0,1,0,0,0,0,1,0,0,7,-1,West Ham,Collins,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,500,1,6,61,0,0,1,0,0,0,0,0,0,0,2,34,8,West Ham,O'Brien,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,501,1,6,90,0,0,0,1,0,0,0,0,0,0,0,21,2,West Ham,Reid,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,502,1,6,29,0,0,0,1,0,0,0,0,0,0,0,4,1,West Ham,Demel,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,506,1,6,90,0,0,0,1,0,0,0,0,0,0,0,19,2,West Ham,Cresswell,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,507,1,6,90,0,0,0,1,0,0,0,0,0,0,0,13,2,West Ham,Downing,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,508,1,6,90,0,0,0,1,0,0,1,0,0,0,0,12,0,West Ham,Noble,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,510,1,6,90,0,0,0,1,0,0,0,0,0,0,0,13,2,West Ham,Nolan,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,511,1,6,23,0,0,0,1,0,0,0,0,0,0,0,8,1,West Ham,Diame,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,514,1,6,90,0,0,0,1,0,0,0,1,0,0,0,12,1,West Ham,Kouyate,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,517,1,6,67,0,0,1,0,0,0,0,0,0,0,0,-1,2,West Ham,Vaz Te,F,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,520,1,6,80,0,0,1,0,0,0,0,0,0,0,0,-1,2,West Ham,Cole,F,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,530,1,6,10,0,0,0,1,0,0,0,0,0,0,0,2,1,West Ham,Valencia,F,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,364,1,6,90,0,0,1,0,0,0,0,0,0,4,0,24,7,Spurs,Lloris,G,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,366,1,6,90,0,0,1,0,0,0,0,0,0,0,0,18,6,Spurs,Rose,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,368,1,6,90,0,0,1,0,0,0,0,0,0,0,1,25,7,Spurs,Kaboul,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,370,1,6,28,0,0,0,0,0,0,0,0,1,0,0,-7,-2,Spurs,Naughton,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,548,1,6,90,1,0,1,0,0,0,0,0,0,0,3,42,15,Spurs,Dier,D,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,378,1,6,60,0,0,1,0,0,0,0,0,0,0,0,4,3,Spurs,Lennon,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,383,1,6,30,0,0,0,0,0,0,0,0,0,0,0,5,1,Spurs,Townsend,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,385,1,6,90,0,0,1,0,0,0,0,0,0,0,0,16,3,Spurs,Capoue,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,386,1,6,60,0,0,1,0,0,0,0,0,0,0,0,8,3,Spurs,Lamela,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,387,1,6,90,0,0,1,0,0,0,0,0,0,0,0,11,3,Spurs,Eriksen,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,388,1,6,90,0,0,1,0,0,0,0,0,0,0,0,15,3,Spurs,Bentaleb,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,391,1,6,30,0,0,0,0,0,0,0,0,0,0,0,2,1,Spurs,Holtby,M,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,392,1,6,82,0,0,1,0,0,0,0,0,0,0,0,3,2,Spurs,Adebayor,F,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,393,1,6,8,0,1,0,0,0,0,0,0,0,0,0,16,4,Spurs,Kane,F,West Ham 0 - 1 Spurs: 16 Aug 15:00
2015,1,1,7,90,0,0,0,1,0,0,0,0,0,1,0,7,2,Arsenal,Szczesny,G,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,2,1,7,90,1,0,0,1,0,0,0,0,0,0,2,33,10,Arsenal,Koscielny,D,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,4,1,7,52,0,0,0,1,0,0,0,0,0,0,0,10,1,Arsenal,Gibbs,D,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,7,1,7,38,0,0,0,0,0,0,0,0,0,0,0,4,1,Arsenal,Monreal,D,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,295,1,7,90,0,1,0,1,0,0,0,0,0,0,0,19,5,Arsenal,Debuchy,D,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,345,1,7,90,0,0,0,1,0,0,0,1,0,0,0,18,1,Arsenal,Chambers,D,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,10,1,7,68,0,0,0,1,0,0,0,0,0,0,0,12,2,Arsenal,Wilshere,M,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,12,1,7,90,1,0,0,1,0,0,0,0,0,0,3,34,10,Arsenal,Ramsey,M,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,14,1,7,90,0,0,0,1,0,0,0,0,0,0,1,22,3,Arsenal,Arteta,M,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,15,1,7,22,0,0,0,0,0,0,0,0,0,0,0,3,1,Arsenal,Chamberlain,M,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,16,1,7,90,0,0,0,1,0,0,0,1,0,0,0,15,1,Arsenal,Cazorla,M,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,23,1,7,90,0,1,0,1,0,0,0,0,0,0,0,14,5,Arsenal,Sanchez,M,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,25,1,7,29,0,0,0,0,0,0,0,0,0,0,0,5,1,Arsenal,Giroud,F,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,26,1,7,61,0,0,0,1,0,0,0,0,0,0,0,5,2,Arsenal,Sanogo,F,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
2015,104,1,7,90,0,0,0,2,0,0,0,0,0,4,0,13,2,Crystal Palace,Speroni,G,Arsenal 2 - 1 Crystal Palace: 16 Aug 17:30
